Age Range,Outcome,Gender,Datetime,Removal of more than outer clothing,Officer Defined Ethnicity,Object of Search,Latitude,Location,Longitude
18-24,Summons / charged by post,Male,2022-09-10T15:25:00+00:00,,White,Stolen goods,51.551172,On or near Felhurst Crescent,0.161636
25-34,A no further action disposal,Male,2022-09-10T17:04:00+00:00,,White,Controlled drugs,51.541041,On or near Bateman Close,0.081853
over 34,A no further action disposal,Female,2022-09-10T17:20:00+00:00,,Black,Controlled drugs,51.533103,On or near Net Street,0.083740
25-34,A no further action disposal,Male,2022-09-10T18:50:00+00:00,,White,Controlled drugs,51.540064,On or near Buller Road,0.091759
over 34,A no further action disposal,Male,2022-09-10T17:25:00+00:00,,Black,Controlled drugs,51.533103,On or near Net Street,0.083740
18-24,A no further action disposal,Male,2022-09-10T18:50:00+00:00,,White,Controlled drugs,51.540064,On or near Buller Road,0.091759
over 34,Arrest,Male,2022-09-10T16:28:00+00:00,,Black,Offensive weapons,51.540850,On or near ,0.148737
18-24,Community resolution,Male,2022-09-10T21:00:00+00:00,,White,Controlled drugs,51.533018,On or near Fresh Wharf Road,0.072259
18-24,A no further action disposal,Male,2022-09-10T15:54:00+00:00,,White,Offensive weapons,51.540850,On or near ,0.148737
10-17,Community resolution,Male,2022-09-11T01:00:00+00:00,,Asian,Controlled drugs,51.572280,On or near Tenby Close,0.137440
18-24,Community resolution,Male,2022-09-11T01:10:00+00:00,,Asian,Controlled drugs,51.572280,On or near Tenby Close,0.137440
over 34,A no further action disposal,Male,2022-09-11T14:20:00+00:00,,Black,Stolen goods,51.543982,On or near Rainham Road South,0.166228
over 34,A no further action disposal,Male,2022-09-11T14:20:00+00:00,,White,Stolen goods,51.543982,On or near Rainham Road South,0.166228
18-24,Community resolution,Male,2022-09-10T13:13:00+00:00,,White,Offensive weapons,51.551172,On or near Felhurst Crescent,0.161636
10-17,Summons / charged by post,Male,2022-09-11T19:15:00+00:00,,Asian,Stolen goods,51.551093,On or near Oxlow Lane,0.157088
18-24,Community resolution,Male,2022-09-10T20:54:00+00:00,,White,Controlled drugs,51.535533,On or near Studley Road,0.131147
over 34,Community resolution,Female,2022-09-12T05:38:00+00:00,,White,Offensive weapons,51.539047,On or near ,0.166123
,A no further action disposal,Male,2022-09-11T13:08:00+00:00,,Black,Controlled drugs,51.538044,On or near ,0.080981
,Arrest,Male,2022-09-12T10:55:00+00:00,,Asian,Controlled drugs,51.537088,On or near Dagenham Avenue,0.142092
over 34,A no further action disposal,Male,2022-09-12T08:00:00+00:00,,White,Controlled drugs,51.538044,On or near ,0.080981
18-24,A no further action disposal,Male,2022-09-12T15:00:00+00:00,,,Offensive weapons,51.540850,On or near ,0.148737
over 34,Penalty Notice for Disorder,Male,2022-09-12T19:40:00+00:00,,Black,Stolen goods,51.540110,On or near ,0.080570
over 34,A no further action disposal,Male,2022-09-12T17:30:00+00:00,,Black,Evidence of offences under the Act,51.540110,On or near ,0.080570
,A no further action disposal,Male,2022-09-12T19:59:00+00:00,,Black,Offensive weapons,51.539625,On or near Sherwood Gardens,0.087167
,A no further action disposal,Male,2022-09-12T15:32:00+00:00,,Black,Controlled drugs,51.526664,On or near Curzon Crescent,0.098338
18-24,Community resolution,Male,2022-09-13T12:30:00+00:00,,White,Controlled drugs,51.547733,On or near ,0.163261
25-34,Community resolution,Male,2022-09-13T13:00:00+00:00,,Asian,Controlled drugs,51.558112,On or near ,0.175368
10-17,A no further action disposal,Male,2022-09-13T15:50:00+00:00,,White,Stolen goods,51.540110,On or near ,0.080570
10-17,A no further action disposal,Male,2022-09-13T16:40:00+00:00,,White,Offensive weapons,51.540110,On or near ,0.080570
over 34,A no further action disposal,Male,2022-09-13T16:00:00+00:00,,White,Controlled drugs,51.537542,On or near Lansbury Avenue,0.107073
10-17,Arrest,Male,2022-09-13T16:40:00+00:00,,White,Offensive weapons,51.540110,On or near ,0.080570
over 34,A no further action disposal,Male,2022-09-13T15:52:00+00:00,,White,Controlled drugs,51.536935,On or near Keir Hardie Way,0.108342
18-24,Arrest,Male,2022-09-14T00:15:00+00:00,,Black,Offensive weapons,51.534409,On or near Eldred Road,0.090173
18-24,Arrest,Male,2022-09-14T12:15:00+00:00,,Black,Offensive weapons,51.534409,On or near Eldred Road,0.090173
18-24,Arrest,Male,2022-09-14T00:20:00+00:00,,Black,Offensive weapons,51.534409,On or near Eldred Road,0.090173
25-34,A no further action disposal,Male,2022-09-14T00:25:00+00:00,,Black,Offensive weapons,51.534409,On or near Eldred Road,0.090173
25-34,A no further action disposal,Male,2022-09-14T10:30:00+00:00,,White,Controlled drugs,51.538044,On or near ,0.080981
25-34,A no further action disposal,Male,2022-09-14T10:25:00+00:00,,White,Controlled drugs,51.538044,On or near ,0.080981
18-24,Community resolution,Female,2022-09-14T12:40:00+00:00,,White,Controlled drugs,51.551093,On or near Oxlow Lane,0.157088
over 34,Arrest,Male,2022-09-14T10:25:00+00:00,,Black,Controlled drugs,51.538044,On or near ,0.080981
10-17,Arrest,Male,2022-09-14T10:35:00+00:00,,White,Stolen goods,51.561828,On or near ,0.118728
,A no further action disposal,Male,2022-09-15T04:00:00+00:00,,Black,Offensive weapons,51.568257,On or near ,0.139306
,Arrest,,2022-09-15T03:48:00+00:00,,,Evidence of offences under the Act,51.568257,On or near ,0.139306
over 34,Arrest,Male,2022-09-15T04:04:00+00:00,,White,Offensive weapons,51.568257,On or near ,0.139306
18-24,Community resolution,Female,2022-09-15T09:30:00+00:00,,Black,Controlled drugs,51.541055,On or near Cape Close,0.073951
18-24,A no further action disposal,Male,2022-09-15T15:40:00+00:00,,Black,Controlled drugs,51.540110,On or near ,0.080570
over 34,A no further action disposal,Male,2022-09-15T14:00:00+00:00,,White,Controlled drugs,51.594296,On or near Providence Place,0.145722
25-34,A no further action disposal,Male,2022-09-16T09:40:00+00:00,,White,Controlled drugs,51.544407,On or near Ventnor Gardens,0.093299
25-34,Community resolution,Male,2022-09-16T09:20:00+00:00,,Asian,Controlled drugs,51.542742,On or near Strathfield Gardens,0.087829
over 34,A no further action disposal,Male,2022-09-16T10:13:00+00:00,,White,Controlled drugs,51.536367,On or near East Street,0.077141
10-17,A no further action disposal,Male,2022-09-16T12:15:00+00:00,,White,Controlled drugs,51.536418,On or near John Burns Drive,0.095023
25-34,A no further action disposal,Male,2022-09-16T15:05:00+00:00,,Black,Controlled drugs,51.535856,On or near ,0.081616
over 34,A no further action disposal,Male,2022-09-16T09:35:00+00:00,,White,Controlled drugs,51.544407,On or near Ventnor Gardens,0.093299
18-24,Community resolution,Male,2022-09-16T15:00:00+00:00,,Black,Controlled drugs,51.535856,On or near ,0.081616
25-34,Arrest,Male,2022-09-16T15:10:00+00:00,,Black,Controlled drugs,51.535856,On or near ,0.081616
10-17,Summons / charged by post,Male,2022-09-16T12:18:00+00:00,,White,Controlled drugs,51.536418,On or near John Burns Drive,0.095023
18-24,A no further action disposal,Male,2022-09-10T21:12:00+00:00,,White,Controlled drugs,51.533018,On or near Fresh Wharf Road,0.072259
25-34,A no further action disposal,Male,2022-09-16T18:40:00+00:00,,Black,Controlled drugs,51.558189,On or near Newbury Close,0.151682
25-34,A no further action disposal,Male,2022-09-16T18:55:00+00:00,,White,Controlled drugs,51.555392,On or near Rusholme Avenue,0.152690
18-24,Penalty Notice for Disorder,Male,2022-09-16T15:22:00+00:00,,Black,Controlled drugs,51.535856,On or near ,0.081616
25-34,A no further action disposal,,2022-09-16T10:51:00+00:00,,Black,Stolen goods,51.553309,On or near Five Elms Road,0.142653
over 34,A no further action disposal,Female,2022-09-16T14:30:00+00:00,,White,Controlled drugs,51.537044,On or near Vicarage Drive,0.081569
over 34,A no further action disposal,Male,2022-09-16T15:05:00+00:00,,Black,Controlled drugs,51.535856,On or near ,0.081616
over 34,A no further action disposal,Male,2022-09-17T09:32:00+00:00,,White,Controlled drugs,51.538044,On or near ,0.080981
,A no further action disposal,Male,2022-09-17T08:29:00+00:00,,White,Stolen goods,51.532825,On or near Ripple Road,0.113314
25-34,A no further action disposal,Male,2022-09-17T20:30:00+00:00,,Black,Controlled drugs,51.536191,On or near Meadow Close,0.103665
25-34,A no further action disposal,Male,2022-09-17T19:53:00+00:00,,Black,Controlled drugs,51.552465,On or near Edgehill Gardens,0.151960
25-34,A no further action disposal,Male,2022-09-17T19:50:00+00:00,,Black,Controlled drugs,51.552465,On or near Edgehill Gardens,0.151960
over 34,Community resolution,Male,2022-09-17T20:40:00+00:00,,White,Controlled drugs,51.552445,On or near ,0.144704
18-24,Penalty Notice for Disorder,Male,2022-09-17T21:00:00+00:00,,Black,Controlled drugs,51.555392,On or near Rusholme Avenue,0.152690
10-17,A no further action disposal,Male,2022-09-17T22:30:00+00:00,,White,Evidence of offences under the Act,51.536589,On or near Morgan Close,0.148688
25-34,Penalty Notice for Disorder,Male,2022-09-18T08:53:00+00:00,,White,Controlled drugs,51.537952,On or near ,0.081568
18-24,A no further action disposal,Female,2022-09-18T08:46:00+00:00,,White,Controlled drugs,51.534678,On or near Cranborne Road,0.087200
18-24,Community resolution,Male,2022-09-18T12:38:00+00:00,,White,Controlled drugs,51.535589,On or near ,0.082498
25-34,A no further action disposal,Male,2022-09-18T13:01:00+00:00,,Black,Controlled drugs,51.535589,On or near ,0.082498
18-24,Community resolution,Male,2022-09-18T19:08:00+00:00,,Black,Controlled drugs,51.539047,On or near ,0.166123
18-24,Arrest,Male,2022-09-15T04:00:00+00:00,,Black,Offensive weapons,51.568257,On or near ,0.139306
25-34,Penalty Notice for Disorder,Male,2022-09-19T18:30:00+00:00,,White,Controlled drugs,51.542979,On or near St Marks Place,0.156258
18-24,Community resolution,Female,2022-09-20T00:10:00+00:00,,Black,Controlled drugs,51.552252,On or near Hillfield Road,-0.198365
over 34,A no further action disposal,Male,2022-09-20T09:00:00+00:00,,Black,Controlled drugs,51.539908,On or near Langdon Court,-0.254429
10-17,A no further action disposal,Male,2022-09-03T23:55:00+00:00,,Black,Controlled drugs,51.542631,On or near ,0.129517
over 34,A no further action disposal,Female,2022-09-04T00:00:00+00:00,,Asian,Controlled drugs,51.542631,On or near ,0.129517
18-24,A no further action disposal,Male,2022-09-20T15:32:00+00:00,,Asian,Controlled drugs,51.536918,On or near ,0.074361
,A no further action disposal,Male,2022-09-20T17:12:00+00:00,,Black,Controlled drugs,51.536918,On or near ,0.074361
25-34,Penalty Notice for Disorder,Male,2022-09-20T15:45:00+00:00,,Asian,Controlled drugs,51.536918,On or near ,0.074361
18-24,Penalty Notice for Disorder,Male,2022-09-20T14:30:00+00:00,,Asian,Controlled drugs,51.533034,On or near Linsdell Road,0.076455
18-24,A no further action disposal,Female,2022-09-20T17:01:00+00:00,,White,Stolen goods,51.514365,On or near Princes Street,-0.143408
18-24,A no further action disposal,Male,2022-09-20T21:14:00+00:00,,,Offensive weapons,51.534551,On or near St Pauls Road,0.078658
,A no further action disposal,Other,2022-09-20T20:40:00+00:00,,White,Controlled drugs,51.514971,On or near Carlisle Street,-0.133438
over 34,Arrest,Male,2022-09-21T01:00:00+00:00,,White,Evidence of offences under the Act,51.545541,On or near Woodbridge Road,0.103346
over 34,Arrest,Male,2022-09-21T00:45:00+00:00,,White,Stolen goods,51.545541,On or near Woodbridge Road,0.103346
25-34,A no further action disposal,Male,2022-09-21T08:02:00+00:00,,White,Stolen goods,51.548705,On or near ,0.111647
25-34,A no further action disposal,Male,2022-09-21T12:32:00+00:00,,White,Offensive weapons,51.548705,On or near ,0.111647
25-34,Arrest,Male,2022-09-21T10:10:00+00:00,,White,Stolen goods,51.528793,On or near New Road,0.155544
,A no further action disposal,Male,2022-09-20T11:02:00+00:00,,White,Controlled drugs,51.534409,On or near Eldred Road,0.090173
25-34,Community resolution,Male,2022-09-21T09:00:00+00:00,,White,Controlled drugs,51.551980,On or near ,0.113293
over 34,Community resolution,Male,2022-09-21T09:21:00+00:00,,White,Controlled drugs,51.541535,On or near ,0.107574
25-34,A no further action disposal,Male,2022-09-21T14:44:00+00:00,,Black,Controlled drugs,51.536918,On or near ,0.074361
25-34,A no further action disposal,Male,2022-09-21T14:43:00+00:00,,Asian,Controlled drugs,51.536918,On or near ,0.074361
over 34,A no further action disposal,Male,2022-09-21T17:00:00+00:00,,Black,Controlled drugs,51.531748,On or near Heathway,0.147869
25-34,Arrest,Male,2022-09-21T17:01:00+00:00,,White,Controlled drugs,51.544407,On or near Ventnor Gardens,0.093299
25-34,Arrest,Male,2022-09-22T03:04:00+00:00,,White,Evidence of offences under the Act,51.568748,On or near Plantagenet Place,0.131416
25-34,Arrest,Male,2022-09-21T23:05:00+00:00,,Black,Stolen goods,51.568748,On or near Plantagenet Place,0.131416
,Arrest,,2022-09-22T08:30:00+00:00,,,Controlled drugs,51.526515,On or near John Sayer Close,0.101143
,Arrest,,2022-09-22T10:00:00+00:00,,,Controlled drugs,51.526515,On or near John Sayer Close,0.101143
,A no further action disposal,,2022-09-22T10:00:00+00:00,,,Controlled drugs,51.526515,On or near John Sayer Close,0.101143
18-24,Penalty Notice for Disorder,Male,2022-09-22T14:20:00+00:00,,White,Controlled drugs,51.555392,On or near Rusholme Avenue,0.152690
18-24,A no further action disposal,Male,2022-09-22T18:10:00+00:00,,Black,Controlled drugs,51.527185,On or near Hockley Mews,0.095364
18-24,A no further action disposal,Male,2022-09-22T18:10:00+00:00,,Black,Controlled drugs,51.527185,On or near Hockley Mews,0.095364
18-24,Summons / charged by post,Male,2022-09-22T18:10:00+00:00,,Black,Controlled drugs,51.527185,On or near Hockley Mews,0.095364
18-24,Penalty Notice for Disorder,Female,2022-09-22T21:00:00+00:00,,Asian,Controlled drugs,51.532580,On or near Movers Lane,0.090868
10-17,A no further action disposal,Male,2022-09-22T23:55:00+00:00,,White,Stolen goods,51.531748,On or near Heathway,0.147869
over 34,Community resolution,Male,2022-09-22T14:15:00+00:00,,Asian,Controlled drugs,51.536918,On or near ,0.074361
over 34,Penalty Notice for Disorder,Male,2022-09-23T08:30:00+00:00,,Asian,Controlled drugs,51.325989,On or near Stoats Nest Road,-0.129424
18-24,A no further action disposal,Male,2022-09-23T20:18:00+00:00,,White,Controlled drugs,51.542631,On or near ,0.129517
18-24,A no further action disposal,Male,2022-09-23T20:38:00+00:00,,White,Controlled drugs,51.532011,On or near Butteridges Close,0.142820
18-24,Community resolution,Female,2022-09-23T20:35:00+00:00,,Black,Controlled drugs,51.532011,On or near Butteridges Close,0.142820
18-24,Community resolution,Male,2022-09-23T20:15:00+00:00,,White,Controlled drugs,51.542631,On or near ,0.129517
,Arrest,,2022-09-15T04:10:00+00:00,,,Offensive weapons,51.568257,On or near ,0.139306
over 34,A no further action disposal,Male,2022-09-23T13:15:00+00:00,,White,Controlled drugs,51.538044,On or near ,0.080981
18-24,Penalty Notice for Disorder,Male,2022-09-23T14:40:00+00:00,,Black,Controlled drugs,51.538751,On or near Station Parade,0.080638
25-34,Arrest,Male,2022-09-24T09:01:00+00:00,,White,Stolen goods,51.533734,On or near Courtyard Mews,0.183029
10-17,A no further action disposal,Male,2022-09-24T13:48:00+00:00,,Asian,Controlled drugs,51.543932,On or near Ilford Lane,0.078076
18-24,Summons / charged by post,Male,2022-09-24T13:45:00+00:00,,Asian,Controlled drugs,51.543932,On or near Ilford Lane,0.078076
18-24,A no further action disposal,Male,2022-09-24T13:50:00+00:00,,Asian,Controlled drugs,51.543932,On or near Ilford Lane,0.078076
18-24,Community resolution,Male,2022-09-24T19:30:00+00:00,,White,Controlled drugs,51.558112,On or near ,0.175368
18-24,Community resolution,Male,2022-09-24T21:09:00+00:00,,White,Controlled drugs,51.532011,On or near Butteridges Close,0.142820
over 34,Arrest,Male,2022-09-25T00:24:00+00:00,,Black,Offensive weapons,51.529234,On or near Farr Avenue,0.104469
25-34,Arrest,Male,2022-09-25T10:15:00+00:00,,Black,Controlled drugs,51.531319,On or near ,0.123554
25-34,Penalty Notice for Disorder,Male,2022-09-25T15:15:00+00:00,,Asian,Controlled drugs,51.562483,On or near Green Lane,0.121817
18-24,A no further action disposal,Male,2022-09-25T20:30:00+00:00,,White,Controlled drugs,51.537088,On or near Dagenham Avenue,0.142092
18-24,A no further action disposal,Male,2022-09-25T21:37:00+00:00,,White,Controlled drugs,51.537088,On or near Dagenham Avenue,0.142092
18-24,A no further action disposal,Female,2022-09-25T20:13:00+00:00,,White,Controlled drugs,51.537088,On or near Dagenham Avenue,0.142092
