GSScode,constituency_id,name,region,country,result_2019,majority_2019_percent,status,time_reported,time_declared,result_2024,majority_2024_number,majority_2024_percent,turnout_2024_number,turnout_2024_percent
E14001504,E14001504,Southport,NW,England,CON,13.59,result,1720144153000,1720144125000,LAB,5789,12.85,45059,61.19
E14001505,E14001505,Spelthorne,SE,England,CON,37.15,result,1720156247000,1720156237000,CON,1590,3.44,46166,65.09
E14001506,E14001506,Spen Valley,YH,England,CON,12.85,result,1720153376000,1720153358000,LAB,6188,15.07,41058,56.52
E14001507,E14001507,St Albans,EE,England,LD,10.68,result,1720151432000,1720151424000,LD,19834,38.43,51614,70.96
E14001508,E14001508,St Austell & Newquay,SW,England,CON,28.93,result,1720154542000,1720154524000,LAB,2470,5.29,46732,61.38
E14001509,E14001509,St Helens North,NW,England,LAB,25.67,result,1720147341000,1720147312000,LAB,12169,30.07,40474,53.54
E14001510,E14001510,St Helens South & Whiston,NW,England,LAB,36.83,result,1720147610000,1720147564000,LAB,11945,31.41,38035,53.14
E14001511,E14001511,St Ives,SW,England,CON,9.7,result,1720155097000,1720155061000,LD,13786,28.66,48106,68.74
E14001512,E14001512,St Neots & Mid Cambridgeshire,EE,England,CON,24.48,result,1720149827000,1720149811000,LD,4621,8.74,52882,67.7
E14001513,E14001513,Stafford,WM,England,CON,26.74,result,1720148376000,1720148348000,LAB,4595,9.99,46009,66.76
E14001514,E14001514,Staffordshire Moorlands,WM,England,CON,37.41,result,1720147917000,1720147871000,CON,1175,2.71,43302,62.89
E14001515,E14001515,Stalybridge & Hyde,NW,England,LAB,6.95,result,1720145818000,1720145792000,LAB,8539,22.93,37239,50.41
E14001516,E14001516,Stevenage,EE,England,CON,17.96,result,1720144901000,1720144873000,LAB,6618,15.49,42715,60.95
E14001517,E14001517,Stockport,NW,England,LAB,26.1,result,1720146621000,1720146586000,LAB,15270,34.96,43683,57.14
E14001518,E14001518,Stockton North,NE,England,LAB,9.21,result,1720147438000,1720147410000,LAB,7939,21.23,37401,56.09
E14001519,E14001519,Stockton West,NE,England,CON,22.57,result,1720150277000,1720150257000,CON,2139,4.4,48638,67.63
E14001520,E14001520,Stoke-on-Trent Central,WM,England,CON,4.22,result,1720151862000,1720151841000,LAB,6409,18.16,35289,47.83
E14001521,E14001521,Stoke-on-Trent North,WM,England,CON,19.3,result,1720147474000,1720147445000,LAB,5482,15,36550,52.31
E14001522,E14001522,Stoke-on-Trent South,WM,England,CON,32.9,result,1720156773000,1720156753000,LAB,627,1.53,40942,59.91
E14001523,E14001523,"Stone, Great Wyrley & Penkridge",WM,England,CON,46.9,result,1720153466000,1720153458000,CON,5466,12.78,42770,61.65
E14001524,E14001524,Stourbridge,WM,England,CON,32.68,result,1720153111000,1720153093000,LAB,3073,7.71,39878,57.06
E14001525,E14001525,Stratford & Bow,GL,England,LAB,55.92,result,1720155124000,1720155100000,LAB,11634,26.78,43435,53.92
E14001526,E14001526,Stratford-on-Avon,WM,England,CON,35.51,result,1720146674000,1720146642000,LD,7122,13.45,52959,71.53
E14001527,E14001527,Streatham & Croydon North,GL,England,LAB,39.05,result,1720151838000,1720150323000,LAB,15603,35.02,44553,52.55
E14001528,E14001528,Stretford & Urmston,NW,England,LAB,32.79,result,1720149515000,1720149487000,LAB,16150,35.11,46002,63.58
E14001529,E14001529,Stroud,SW,England,CON,4.07,result,1720140759000,1720140750000,LAB,11388,20.62,55221,70.87
E14001530,E14001530,Suffolk Coastal,EE,England,CON,35.05,result,1720149883000,1720149852000,LAB,1070,2.16,49451,66.36
E14001531,E14001531,Sunderland Central,NE,England,LAB,6.82,result,1720134329000,1720134320000,LAB,6073,15.2,39957,54.98
E14001532,E14001532,Surrey Heath,SE,England,CON,29.83,result,1720152256000,1720152215000,LD,5640,11.8,47788,66.43
E14001533,E14001533,Sussex Weald,SE,England,CON,46.87,result,1720148520000,1720148488000,CON,6842,13.91,49175,67.46
E14001534,E14001534,Sutton & Cheam,GL,England,CON,16.54,result,1720145730000,1720145709000,LD,3801,7.98,47606,65.84
E14001535,E14001535,Sutton Coldfield,WM,England,CON,36.83,result,1720150595000,1720150041000,CON,2543,5.26,48333,65.24
E14001536,E14001536,Swindon North,SW,England,CON,27.96,result,1720141865000,1720141845000,LAB,4103,9.29,44165,60.3
E14001537,E14001537,Swindon South,SW,England,CON,11.41,result,1720135074000,1720135053000,LAB,9606,21.44,44794,61.7
E14001538,E14001538,Tamworth,WM,England,CON,43.42,result,1720148614000,1720148606000,LAB,1382,4.08,33888,45.15
E14001539,E14001539,Tatton,NW,England,CON,34.81,result,1720153264000,1720153238000,CON,1136,2.19,51909,68.32
E14001540,E14001540,Taunton & Wellington,SW,England,CON,15.68,result,1720151902000,1720151874000,LD,11939,23.74,50294,64.38
E14001541,E14001541,Telford,WM,England,CON,25.04,result,1720141392000,1720141357000,LAB,8102,19.89,40730,55.18
E14001542,E14001542,Tewkesbury,SW,England,CON,36.1,result,1720160628000,1720160618000,LD,6262,12.9,48539,66.08
E14001543,E14001543,The Wrekin,WM,England,CON,40.38,result,1720149692000,1720149676000,CON,883,1.77,50020,63.36
E14001544,E14001544,Thirsk & Malton,YH,England,CON,44.71,result,1720154133000,1720154047000,CON,7550,15.16,49797,63.45
E14001545,E14001545,Thornbury & Yate,SW,England,CON,25.92,result,1720148666000,1720148637000,LD,3014,5.65,53367,68.25
E14001546,E14001546,Thurrock,EE,England,CON,26.96,result,1720144793000,1720144773000,LAB,6474,17.24,37558,51.81
E14001547,E14001547,Tipton & Wednesbury,WM,England,CON,12.29,result,1720143635000,1720143612000,LAB,3385,10.63,31850,42.93
E14001548,E14001548,Tiverton & Minehead,SW,England,CON,41.82,result,1720151009000,1720150985000,LD,3507,7.38,47491,66.1
E14001549,E14001549,Tonbridge,SE,England,CON,49.68,result,1720154455000,1720154433000,CON,11166,22.19,50328,70.46
E14001550,E14001550,Tooting,GL,England,LAB,24.47,result,1720144436000,1720144409000,LAB,19487,36.81,52943,69.59
E14001551,E14001551,Torbay,SW,England,CON,34.83,result,1720144802000,1720144779000,LD,5349,11.6,46115,60.53
E14001552,E14001552,Torridge & Tavistock,SW,England,CON,41.89,result,1720158694000,1720158677000,CON,3950,7.77,50820,68.01
E14001553,E14001553,Tottenham,GL,England,LAB,66.68,result,1720148347000,1720148325000,LAB,15434,38.44,40148,52.89
E14001554,E14001554,Truro & Falmouth,SW,England,CON,8.08,result,1720153437000,1720153415000,LAB,8151,16.22,50264,68.78
E14001555,E14001555,Tunbridge Wells,SE,England,CON,26.8,result,1720148666000,1720148648000,LD,8687,16.01,54250,69.18
E14001556,E14001556,Twickenham,GL,England,LD,22.41,result,1720145228000,1720145220000,LD,21457,40.01,53635,71.53
E14001557,E14001557,Tynemouth,NE,England,LAB,6.51,result,1720142784000,1720142754000,LAB,15455,31.92,48418,65.59
E14001558,E14001558,Uxbridge & South Ruislip,GL,England,CON,15.63,result,1720158755000,1720158728000,LAB,587,1.28,45914,61.43
E14001559,E14001559,Vauxhall & Camberwell Green,GL,England,LAB,41.4,result,1720151851000,1720150446000,LAB,15112,40.26,37536,53.89
E14001560,E14001560,Wakefield & Rothwell,YH,England,CON,5.35,result,1720152470000,1720152446000,LAB,9346,22.99,40656,54.16
E14001561,E14001561,Wallasey,NW,England,LAB,37.73,result,1720153066000,1720153043000,LAB,17996,42.1,42746,57.7
E14001562,E14001562,Walsall & Bloxwich,WM,England,CON,4.79,result,1720149193000,1720149170000,LAB,4914,13.21,37191,48.96
E14001563,E14001563,Walthamstow,GL,England,LAB,63.85,result,1720146470000,1720146439000,LAB,17996,39.24,45859,65.26
E14001564,E14001564,Warrington North,NW,England,LAB,3.25,result,1720147993000,1720147962000,LAB,9190,22.95,40041,57.33
E14001565,E14001565,Warrington South,NW,England,LAB,0.12,result,1720149128000,1720149104000,LAB,11340,22.83,49672,64.24
E14001566,E14001566,Warwick & Leamington,WM,England,LAB,2.24,result,1720150615000,1720150589000,LAB,12412,25.23,49198,64.33
E14001567,E14001567,Washington & Gateshead South,NE,England,LAB,9.39,result,1720136014000,1720135992000,LAB,6913,18.67,37021,52.16
E14001568,E14001568,Watford,EE,England,CON,2.69,result,1720148568000,1720148549000,LAB,4723,10.62,44455,60.9
E14001569,E14001569,Waveney Valley,EE,England,CON,43.61,result,1720155326000,1720155298000,GRN,5593,11.4,49073,76.19
E14001570,E14001570,Weald of Kent,SE,England,CON,57.91,result,1720154887000,1720154863000,CON,8422,16.61,50712,66.74
E14001571,E14001571,Wellingborough & Rushden,EM,England,CON,34.09,result,1720157081000,1720157060000,LAB,5486,12.47,43985,57.44
E14001572,E14001572,Wells & Mendip Hills,SW,England,CON,25.33,result,1720151070000,1720151051000,LD,11121,22.08,50368,69.91
E14001573,E14001573,Welwyn Hatfield,EE,England,CON,20.8,result,1720145489000,1720145466000,LAB,3799,7.84,48455,64.38
E14001574,E14001574,West Bromwich,WM,England,CON,5.2,result,1720145760000,1720145731000,LAB,9554,26.19,36481,49.25
E14001575,E14001575,West Dorset,SW,England,CON,21.43,result,1720157407000,1720157401000,LD,7789,14.81,52605,69.22
E14001576,E14001576,West Ham & Beckton,GL,England,LAB,54.26,result,1720152083000,1720152040000,LAB,9254,25.46,36348,46.13
E14001577,E14001577,West Lancashire,NW,England,LAB,15.83,result,1720147643000,1720147617000,LAB,13625,30.83,44200,60.26
E14001578,E14001578,West Suffolk,EE,England,CON,42.15,result,1720144957000,1720144926000,CON,3247,7.03,46161,59.83
E14001579,E14001579,West Worcestershire,WM,England,CON,42.58,result,1720149362000,1720149335000,CON,6547,11.97,54687,70.29
E14001580,E14001580,Westmorland & Lonsdale,NW,England,CON,9.48,result,1720149796000,1720149764000,LD,21472,43.35,49533,68.77
E14001581,E14001581,Weston-super-Mare,SW,England,CON,29.02,result,1720148979000,1720148962000,LAB,4409,10.4,42390,60.12
E14001582,E14001582,Wetherby & Easingwold,YH,England,CON,49.94,result,1720158241000,1720158223000,CON,4846,9.27,52259,70.3
E14001583,E14001583,Whitehaven & Workington,NW,England,CON,4.34,result,1720142698000,1720142681000,LAB,13286,31.7,41911,57.26
E14001584,E14001584,Widnes & Halewood,NW,England,LAB,45.63,result,1720141995000,1720141977000,LAB,16425,43.09,38116,52.97
E14001585,E14001585,Wigan,NW,England,LAB,14.94,result,1720145087000,1720145066000,LAB,9549,23.35,40899,52.75
E14001586,E14001586,Wimbledon,GL,England,CON,1.48,result,1720149802000,1720149790000,LD,12610,22.93,54985,72.02
E14001587,E14001587,Winchester,SE,England,CON,14.16,result,1720151336000,1720151324000,LD,13821,24.22,57076,72.9
E14001588,E14001588,Windsor,SE,England,CON,36.47,result,1720158748000,1720158720000,CON,6457,14.27,45246,61.7
E14001589,E14001589,Wirral West,NW,England,LAB,0.81,result,1720148973000,1720148953000,LAB,9998,20.02,49951,68.58
E14001590,E14001590,Witham,EE,England,CON,49.26,result,1720158121000,1720158091000,CON,5145,10.17,50603,64
E14001591,E14001591,Witney,SE,England,CON,32.09,result,1720156007000,1720155989000,LD,4339,8.58,50584,67.04
E14001592,E14001592,Woking,SE,England,CON,17.2,result,1720155930000,1720155890000,LD,11246,23.36,48145,65.97
E14001593,E14001593,Wokingham,SE,England,CON,23.18,result,1720147837000,1720147829000,LD,8345,15.45,53999,72.84
E14001594,E14001594,Wolverhampton North East,WM,England,CON,19.83,result,1720148507000,1720148488000,LAB,5422,16.29,33289,47.8
E14001595,E14001595,Wolverhampton South East,WM,England,LAB,6.21,result,1720147669000,1720147651000,LAB,9188,27.52,33382,43.74
E14001596,E14001596,Wolverhampton West,WM,England,CON,1.83,result,1720150337000,1720150309000,LAB,7868,18.02,43657,57.23
E14001597,E14001597,Worcester,WM,England,CON,13.28,result,1720145412000,1720145370000,LAB,7116,15.46,46036,61.33
E14001598,E14001598,Worsley & Eccles,NW,England,LAB,7.99,result,1720151009000,1720150992000,LAB,11091,26.07,42543,54.1
E14001599,E14001599,Worthing West,SE,England,CON,26.47,result,1720151300000,1720151278000,LAB,3949,7.74,50997,65.96
E14001600,E14001600,Wycombe,SE,England,CON,3.19,result,1720159724000,1720159701000,LAB,4591,10.29,44637,60.8
E14001601,E14001601,Wyre Forest,WM,England,CON,42.35,result,1720146114000,1720146093000,CON,812,1.8,45158,59.1
E14001602,E14001602,Wythenshawe & Sale East,NW,England,LAB,23.23,result,1720154003000,1720153982000,LAB,14610,37.34,39132,50.32
E14001603,E14001603,Yeovil,SW,England,CON,27.04,result,1720149927000,1720149901000,LD,12268,25.06,48952,61.42
E14001604,E14001604,York Central,YH,England,LAB,28.63,result,1720147961000,1720147923000,LAB,19154,44.21,43323,54.46
E14001605,E14001605,York Outer,YH,England,CON,19.69,result,1720150457000,1720150439000,LAB,9391,18.38,51106,67.04
N05000001,N05000001,Belfast East,NI,Northern Ireland,DUP,5.82,result,1720153644000,1720153610000,DUP,2676,6.27,42706,58.57
N05000002,N05000002,Belfast North,NI,Northern Ireland,SF,7.77,result,1720150628000,1720150606000,SF,5612,13.87,40452,54.49
N05000003,N05000003,Belfast South & Mid Down,NI,Northern Ireland,SDLP,27.95,result,1720151660000,1720151633000,SDLP,12506,28.76,43491,58.18
N05000004,N05000004,Belfast West,NI,Northern Ireland,SF,30.3,result,1720154561000,1720154537000,SF,15961,40.16,39743,52.75
N05000005,N05000005,East Antrim,NI,Northern Ireland,DUP,15.93,result,1720151499000,1720151472000,DUP,1306,3.29,39675,54.13
N05000006,N05000006,East Londonderry,NI,Northern Ireland,DUP,23.62,result,1720162688000,1720162678000,DUP,179,0.43,41277,54.52
N05000007,N05000007,Fermanagh & South Tyrone,NI,Northern Ireland,SF,0.99,result,1720152337000,1720152329000,SF,4571,8.95,51076,65.63
N05000008,N05000008,Foyle,NI,Northern Ireland,SDLP,37.07,result,1720154028000,1720154020000,SDLP,4166,10.86,38358,52.19
N05000009,N05000009,Lagan Valley,NI,Northern Ireland,DUP,16.35,result,1720147785000,1720147747000,APNI,2959,6.03,49081,59.71
N05000010,N05000010,Mid Ulster,NI,Northern Ireland,SF,22.02,result,1720148109000,1720147991000,SF,14923,32.84,45445,61.41
N05000011,N05000011,Newry & Armagh,NI,Northern Ireland,SF,20.77,result,1720150707000,1720150689000,SF,15493,33.72,45942,58.72
N05000012,N05000012,North Antrim,NI,Northern Ireland,DUP,33.89,result,1720158990000,1720158957000,OTH,450,1.09,41185,55.14
N05000013,N05000013,North Down,NI,Northern Ireland,APNI,6.18,result,1720152963000,1720152926000,IND,7305,16.87,43296,58.6
N05000014,N05000014,South Antrim,NI,Northern Ireland,DUP,7.12,result,1720155097000,1720155079000,UUP,7512,17.51,42908,55.68
N05000015,N05000015,South Down,NI,Northern Ireland,SF,3.61,result,1720151403000,1720151390000,SF,9280,20.51,45243,59.34
N05000016,N05000016,Strangford,NI,Northern Ireland,DUP,14.25,result,1720152593000,1720152562000,DUP,5131,13.19,38909,52.21
N05000017,N05000017,Upper Bann,NI,Northern Ireland,DUP,16.1,result,1720149036000,1720149004000,DUP,7406,15.64,47358,58.29
N05000018,N05000018,West Tyrone,NI,Northern Ireland,SF,18.4,result,1720149802000,1720149777000,SF,15917,36.43,43695,58.83
S14000006,S14000006,"Ayr, Carrick & Cumnock",SC,Scotland,SNP,5,result,1720151512000,1720151505000,LAB,4154,10.15,40936,58.2
S14000008,S14000008,"Berwickshire, Roxburgh & Selkirk",SC,Scotland,CON,9.69,result,1720149453000,1720149443000,CON,6599,14.17,46558,60.91
S14000010,S14000010,Central Ayrshire,SC,Scotland,SNP,11.4,result,1720150557000,1720150546000,LAB,6869,16.58,41419,59.67
S14000021,S14000021,East Renfrewshire,SC,Scotland,SNP,9.8,result,1720146053000,1720146045000,LAB,8421,16.77,50227,67.3
S14000027,S14000027,Na h-Eileanan an Iar,SC,Scotland,SNP,16.84,result,1720152283000,1720152251000,LAB,3836,28.36,13528,63.71
S14000040,S14000040,Kilmarnock & Loudoun,SC,Scotland,SNP,26.58,result,1720143824000,1720143817000,LAB,5119,12.05,42478,56.92
S14000045,S14000045,Midlothian,SC,Scotland,SNP,11.83,result,1720147360000,1720147353000,LAB,8167,18.49,44165,59.75
S14000048,S14000048,North Ayrshire & Arran,SC,Scotland,SNP,17.7,result,1720148328000,1720148304000,LAB,3551,8.4,42262,58.55
S14000051,S14000051,Orkney & Shetland,SC,Scotland,LD,10.82,result,1720157608000,1720157586000,LD,7807,37.74,20688,60.43
S14000058,S14000058,West Aberdeenshire & Kincardine,SC,Scotland,CON,1.58,result,1720156015000,1720155968000,CON,3441,7.03,48958,67.07
S14000060,S14000060,Aberdeen North,SC,Scotland,SNP,28.35,result,1720146354000,1720146345000,SNP,1760,4.18,42095,55.44
S14000061,S14000061,Aberdeen South,SC,Scotland,SNP,10.9,result,1720147157000,1720147151000,SNP,3758,8.11,46345,59.93
S14000062,S14000062,Aberdeenshire North & Moray East,SC,Scotland,CON,5.23,result,1720154645000,1720154623000,SNP,942,2.47,38188,54.51
S14000063,S14000063,Airdrie & Shotts,SC,Scotland,SNP,11.49,result,1720150881000,1720150862000,LAB,7547,20.58,36666,52.23
S14000064,S14000064,Alloa & Grangemouth,SC,Scotland,SNP,27.87,result,1720149859000,1720149848000,LAB,6122,15.12,40481,57.27
S14000065,S14000065,Angus & Perthshire Glens,SC,Scotland,SNP,10.62,result,1720163285000,1720163279000,SNP,4870,10.29,47348,61.76
S14000066,S14000066,Arbroath & Broughty Ferry,SC,Scotland,SNP,20.68,result,1720154733000,1720154724000,SNP,859,1.95,44117,57.94
S14000067,S14000067,"Argyll, Bute & South Lochaber",SC,Scotland,SNP,9.65,result,1720158201000,1720158193000,SNP,6232,13.89,44862,62.52
S14000068,S14000068,Bathgate & Linlithgow,SC,Scotland,SNP,18.36,result,1720150101000,1720150092000,LAB,8323,19.79,42065,58.27
S14000069,S14000069,"Caithness, Sutherland & Easter Ross",SC,Scotland,SNP,5.29,result,1720155316000,1720155305000,LD,10489,22.78,46048,61.7
S14000070,S14000070,Coatbridge & Bellshill,SC,Scotland,SNP,11.08,result,1720149259000,1720149241000,LAB,6344,16.38,38731,53.3
S14000071,S14000071,Cowdenbeath & Kirkcaldy,SC,Scotland,SNP,6.83,result,1720152777000,1720152770000,LAB,7248,17.76,40814,56.81
S14000072,S14000072,Cumbernauld & Kirkintilloch,SC,Scotland,SNP,24.9,result,1720150055000,1720150035000,LAB,4144,10.11,40976,58.25
S14000073,S14000073,Dumfries & Galloway,SC,Scotland,CON,2.96,result,1720171583000,1720171575000,CON,930,2.03,45775,58.28
S14000074,S14000074,"Dumfriesshire, Clydesdale & Tweeddale",SC,Scotland,CON,8.52,result,1720169177000,1720169169000,CON,4242,9.59,44214,61.49
S14000075,S14000075,Dundee Central,SC,Scotland,SNP,32.63,result,1720148614000,1720148570000,SNP,675,1.74,38848,52.34
S14000076,S14000076,Dunfermline & Dollar,SC,Scotland,SNP,20.72,result,1720153923000,1720153917000,LAB,8241,18.5,44537,61.16
S14000077,S14000077,East Kilbride & Strathaven,SC,Scotland,SNP,25.48,result,1720147340000,1720147328000,LAB,9057,19.39,46707,61.12
S14000078,S14000078,Edinburgh East & Musselburgh,SC,Scotland,SNP,22.57,result,1720152411000,1720152394000,LAB,3715,8.15,45575,59.82
S14000079,S14000079,Edinburgh North & Leith,SC,Scotland,SNP,22.06,result,1720151273000,1720151251000,LAB,7268,14.69,49475,63.1
S14000080,S14000080,Edinburgh South,SC,Scotland,LAB,20.36,result,1720150290000,1720150277000,LAB,17251,36.84,46826,66.1
S14000081,S14000081,Edinburgh South West,SC,Scotland,SNP,22.98,result,1720151729000,1720151717000,LAB,6217,13.61,45664,61.89
S14000082,S14000082,Edinburgh West,SC,Scotland,LD,5.25,result,1720149840000,1720149830000,LD,16470,31.39,52471,68.6
S14000083,S14000083,Falkirk,SC,Scotland,SNP,25.82,result,1720147683000,1720147675000,LAB,4996,11.72,42625,57.93
S14000084,S14000084,Glasgow East,SC,Scotland,SNP,15.24,result,1720149447000,1720149422000,LAB,3784,10.68,35445,51.38
S14000085,S14000085,Glasgow North,SC,Scotland,SNP,13.44,result,1720152496000,1720152463000,LAB,3539,10.19,34739,51.41
S14000086,S14000086,Glasgow North East,SC,Scotland,SNP,10.02,result,1720148700000,1720148681000,LAB,4637,13.6,34091,46.95
S14000087,S14000087,Glasgow South,SC,Scotland,SNP,18.85,result,1720150270000,1720150165000,LAB,4154,9.8,42378,60.35
S14000088,S14000088,Glasgow South West,SC,Scotland,SNP,12.86,result,1720151611000,1720151588000,LAB,3285,9.21,35669,51.79
S14000089,S14000089,Glasgow West,SC,Scotland,SNP,20.58,result,1720150881000,1720150866000,LAB,6446,16.15,39902,57.81
S14000090,S14000090,Glenrothes & Mid Fife,SC,Scotland,SNP,22.12,result,1720153233000,1720153225000,LAB,2954,8.17,36139,51.15
S14000091,S14000091,Gordon & Buchan,SC,Scotland,CON,6.77,result,1720155308000,1720155299000,CON,878,2,43848,63
S14000092,S14000092,Hamilton & Clyde Valley,SC,Scotland,SNP,16.36,result,1720147533000,1720147526000,LAB,9472,22.51,42084,55.76
S14000093,S14000093,Inverclyde & Renfrewshire West,SC,Scotland,SNP,19.28,result,1720149128000,1720149118000,LAB,6371,15.79,40350,57.54
S14000094,S14000094,"Inverness, Skye & West Ross-shire",SC,Scotland,SNP,25.33,result,1720285212000,1720285205000,LD,2160,4.49,48056,61.67
S14000095,S14000095,Livingston,SC,Scotland,SNP,25.22,result,1720149288000,1720149279000,LAB,3528,7.87,44840,57.46
S14000096,S14000096,Lothian East,SC,Scotland,SNP,4.35,result,1720145811000,1720145798000,LAB,13265,27.69,47902,63.48
S14000097,S14000097,Mid Dunbartonshire,SC,Scotland,SNP,3.39,result,1720149287000,1720149268000,LD,9673,18.34,52738,71.66
S14000098,S14000098,"Moray West, Nairn & Strathspey",SC,Scotland,SNP,5.16,result,1720153618000,1720153610000,SNP,1001,2.15,46554,60.4
S14000099,S14000099,"Motherwell, Wishaw & Carluke",SC,Scotland,SNP,18.46,result,1720148585000,1720148578000,LAB,7085,18.15,39026,54.37
S14000100,S14000100,North East Fife,SC,Scotland,SNP,1.4,result,1720154426000,1720154403000,LD,13479,31.55,42728,61.25
S14000101,S14000101,Paisley & Renfrewshire North,SC,Scotland,SNP,25.13,result,1720146706000,1720146700000,LAB,6333,15.25,41519,58.39
S14000102,S14000102,Paisley & Renfrewshire South,SC,Scotland,SNP,23.92,result,1720145377000,1720145370000,LAB,6527,15.81,41283,57.68
S14000103,S14000103,Perth & Kinross-shire,SC,Scotland,SNP,4.19,result,1720148247000,1720148239000,SNP,4127,8.24,50077,64.82
S14000104,S14000104,Rutherglen,SC,Scotland,SNP,11.95,result,1720148054000,1720148046000,LAB,8767,20.64,42484,58.46
S14000105,S14000105,Stirling & Strathallan,SC,Scotland,SNP,14.8,result,1720149249000,1720149241000,LAB,1394,2.8,49782,65.26
S14000106,S14000106,West Dunbartonshire,SC,Scotland,SNP,21.11,result,1720144353000,1720144316000,LAB,6010,15.18,39584,57.31
W07000081,W07000081,Aberafan Maesteg,WA,Wales,LAB,30.29,result,1720148096000,1720148075000,LAB,10354,28.96,35755,49.34
W07000082,W07000082,Alyn & Deeside,WA,Wales,LAB,0.79,result,1720148500000,1720148473000,LAB,8794,20.27,43392,57.26
W07000083,W07000083,Bangor Aberconwy,WA,Wales,CON,1.55,result,1720147205000,1720147175000,LAB,4896,11.75,41660,60.35
W07000084,W07000084,Blaenau Gwent & Rhymney,WA,Wales,LAB,30.81,result,1720152048000,1720152038000,LAB,12183,40.72,29922,42.65
W07000085,W07000085,"Brecon, Radnor & Cwm Tawe",WA,Wales,CON,17.39,result,1720153637000,1720153596000,LD,1472,3.16,46548,63.66
W07000086,W07000086,Bridgend,WA,Wales,CON,5.47,result,1720142328000,1720142297000,LAB,8595,20.77,41374,56.56
W07000087,W07000087,Caerfyrddin,WA,Wales,CON,8.49,result,1720147986000,1720147962000,PC,4535,9.94,45604,61.62
W07000088,W07000088,Caerphilly,WA,Wales,LAB,15.31,result,1720144947000,1720144926000,LAB,6419,16.79,38234,51.06
W07000089,W07000089,Cardiff East,WA,Wales,LAB,36.51,result,1720150094000,1720150066000,LAB,9097,23.25,39123,53.69
W07000090,W07000090,Cardiff North,WA,Wales,LAB,13.85,result,1720150855000,1720150832000,LAB,11207,23.61,47473,66.55
W07000091,W07000091,Cardiff South & Penarth,WA,Wales,LAB,23.53,result,1720151033000,1720151001000,LAB,11767,30.04,39176,53.95
W07000092,W07000092,Cardiff West,WA,Wales,LAB,20.3,result,1720148867000,1720148847000,LAB,7019,15.68,44757,59.3
W07000093,W07000093,Ceredigion Preseli,WA,Wales,PC,2.79,result,1720150163000,1720150146000,PC,14789,31.94,46302,62.49
W07000094,W07000094,Clwyd East,WA,Wales,CON,10,result,1720150020000,1720149998000,LAB,4622,9.67,47822,62.4
W07000095,W07000095,Clwyd North,WA,Wales,CON,5.53,result,1720148237000,1720148204000,LAB,1196,2.87,41627,54.66
W07000096,W07000096,Dwyfor Meirionnydd,WA,Wales,PC,19.56,result,1720150793000,1720150753000,PC,15876,39.3,40395,55.3
W07000097,W07000097,Gower,WA,Wales,LAB,5.87,result,1720144367000,1720144329000,LAB,11567,24.49,47229,62.55
W07000098,W07000098,Llanelli,WA,Wales,LAB,8.64,result,1720148905000,1720148879000,LAB,1504,3.69,40744,56.96
W07000099,W07000099,Merthyr Tydfil & Aberdare,WA,Wales,LAB,31.11,result,1720150494000,1720150475000,LAB,7447,21.15,35215,47.29
W07000100,W07000100,Mid & South Pembrokeshire,WA,Wales,CON,15.68,result,1720147954000,1720147932000,LAB,1878,4.03,46629,59
W07000101,W07000101,Monmouthshire,WA,Wales,CON,20.5,result,1720154110000,1720154076000,LAB,3338,6.57,50844,69.18
W07000102,W07000102,Montgomeryshire & Glyndwr,WA,Wales,CON,28.83,result,1720151811000,1720151790000,LAB,3815,8.82,43259,58.43
W07000103,W07000103,Neath & Swansea East,WA,Wales,LAB,18.85,result,1720148789000,1720148772000,LAB,6627,16.51,40137,52.57
W07000104,W07000104,Newport East,WA,Wales,LAB,11.29,result,1720146032000,1720146002000,LAB,9009,23.38,38531,50.25
W07000105,W07000105,Newport West & Islwyn,WA,Wales,LAB,4.12,result,1720147735000,1720147714000,LAB,8868,21.14,41951,55.36
W07000106,W07000106,Pontypridd,WA,Wales,LAB,19.3,result,1720143616000,1720143587000,LAB,8402,21.34,39378,52.48
W07000107,W07000107,Rhondda & Ogmore,WA,Wales,LAB,40.84,result,1720145657000,1720145639000,LAB,7790,21.76,35806,48.41
W07000108,W07000108,Swansea West,WA,Wales,LAB,22.71,result,1720143279000,1720143252000,LAB,8515,23.88,35657,48.77
W07000109,W07000109,Torfaen,WA,Wales,LAB,9.44,result,1720144411000,1720144382000,LAB,7322,20.51,35705,49.9
W07000110,W07000110,Vale of Glamorgan,WA,Wales,CON,5.13,result,1720142563000,1720142545000,LAB,4216,9.2,45826,61.62
W07000111,W07000111,Wrexham,WA,Wales,CON,8.36,result,1720143482000,1720143461000,LAB,5948,14.73,40373,58.05
W07000112,W07000112,Ynys Môn,WA,Wales,CON,5.38,result,1720145891000,1720145885000,PC,637,1.95,32628,61.4
