Record Date,Security Type Description,Security Class 1 Description,Security Class 2 Description,Interest Rate,Yield,Issue Date,Maturity Date,Interest Payable Date 1,Interest Payable Date 2,Interest Payable Date 3,Interest Payable Date 4,Issued Amount (in Millions),Amount Adjusted for Inflation (in Millions),Redeemed Amount (in Millions),Outstanding Amount (in Millions)
2023-03-31,Marketable,Bonds,912810RS9,2.5,2.615,2016-05-16,2046-05-15,Nov-15,May-15,,,18392.2459,0.0,0.0,43173.5347
2023-03-31,Marketable,Bonds,912810RT7,2.25,2.274,2016-08-15,2046-08-15,Feb-15,Aug-15,,,16536.3595,0.0,0.0,40536.4068
2023-03-31,Marketable,Bonds,912810RU4,2.875,2.902,2016-11-15,2046-11-15,May-15,Nov-15,,,18283.8168,0.0,0.0,42948.7745
2023-03-31,Marketable,Bonds,912810RV2,3.0,3.005,2017-02-15,2047-02-15,Aug-15,Feb-15,,,16731.8897,0.0,0.0,40830.504
2023-03-31,Marketable,Bonds,912810RX8,3.0,3.05,2017-05-15,2047-05-15,Nov-15,May-15,,,19950.6049,0.0,0.0,44224.115
2023-03-31,Marketable,Bonds,912810RY6,2.75,2.818,2017-08-15,2047-08-15,Feb-15,Aug-15,,,19513.2736,0.0,0.0,43512.3307
2023-03-31,Marketable,Bonds,912810RZ3,2.75,2.801,2017-11-15,2047-11-15,May-15,Nov-15,,,16823.7432,0.0,0.0,41228.7507
2023-03-31,Marketable,Bonds,912810SA7,3.0,3.121,2018-02-15,2048-02-15,Aug-15,Feb-15,,,19022.2402,0.0,0.0,45044.5056
2023-03-31,Marketable,Bonds,912810SC3,3.125,3.13,2018-05-15,2048-05-15,Nov-15,May-15,,,21098.1838,0.0,0.0,49151.6241
2023-03-31,Marketable,Bonds,912810SD1,3.0,3.09,2018-08-15,2048-08-15,Feb-15,Aug-15,,,20414.8055,0.0,0.0,50414.7811
2023-03-31,Marketable,Bonds,912810SE9,3.375,3.418,2018-11-15,2048-11-15,May-15,Nov-15,,,22873.5907,0.0,0.0,54868.2813
2023-03-31,Marketable,Bonds,912810SF6,3.0,3.022,2019-02-15,2049-02-15,Aug-15,Feb-15,,,23574.6037,0.0,0.0,55576.5118
2023-03-31,Marketable,Bonds,912810SH2,2.875,2.892,2019-05-15,2049-05-15,Nov-15,May-15,,,25472.4889,0.0,0.0,57608.3688
2023-03-31,Marketable,Bonds,912810SJ8,2.25,2.335,2019-08-15,2049-08-15,Feb-15,Aug-15,,,31398.5093,0.0,0.0,63396.3568
2023-03-31,Marketable,Bonds,912810SK5,2.375,2.43,2019-11-15,2049-11-15,May-15,Nov-15,,,27993.8267,0.0,0.0,60504.7488
2023-03-31,Marketable,Bonds,912810SL3,2.0,2.061,2020-02-18,2050-02-15,Aug-15,Feb-15,,,27449.7799,0.0,0.0,60520.8597
2023-03-31,Marketable,Bonds,912810SN9,1.25,1.342,2020-05-15,2050-05-15,Nov-15,May-15,,,33634.7555,0.0,0.0,73566.7975
2023-03-31,Marketable,Bonds,912810SP4,1.375,1.406,2020-08-17,2050-08-15,Feb-15,Aug-15,,,41463.5671,0.0,0.0,89044.5089
2023-03-31,Marketable,Bonds,912810SS8,1.625,1.68,2020-11-16,2050-11-15,May-15,Nov-15,,,34403.3897,0.0,0.0,85834.2569
2023-03-31,Marketable,Bonds,912810SU3,1.875,1.933,2021-02-16,2051-02-15,Aug-15,Feb-15,,,36794.6651,0.0,0.0,89961.4911
2023-03-31,Marketable,Bonds,912810SX7,2.375,2.395,2021-05-17,2051-05-15,Nov-15,May-15,,,41323.6408,0.0,0.0,95480.5869
2023-03-31,Marketable,Bonds,912810SZ2,2.0,2.04,2021-08-16,2051-08-15,Feb-15,Aug-15,,,39045.8235,0.0,0.0,91403.6626
2023-03-31,Marketable,Bonds,912810TB4,1.875,1.94,2021-11-15,2051-11-15,May-15,Nov-15,,,39461.4257,0.0,0.0,90235.3073
2023-03-31,Marketable,Bonds,912810TD0,2.25,2.34,2022-02-15,2052-02-15,Aug-15,Feb-15,,,36914.1181,0.0,0.0,85045.3815
2023-03-31,Marketable,Bonds,912810TG3,2.875,2.997,2022-05-16,2052-05-15,Nov-15,May-15,,,37386.3303,0.0,0.0,78925.1696
2023-03-31,Marketable,Bonds,912810TJ7,3.0,3.106,2022-08-15,2052-08-15,Feb-15,Aug-15,,,34277.0536,0.0,0.0,70276.9172
2023-03-31,Marketable,Bonds,912810TL2,4.0,4.08,2022-11-15,2052-11-15,May-15,Nov-15,,,28353.3102,0.0,0.0,64339.9121
2023-03-31,Marketable,Bonds,912810TN8,3.625,3.686,2023-02-15,2053-02-15,Aug-15,Feb-15,,,29206.5431,0.0,0.0,47206.3696
2023-03-31,Marketable,Inflation-Protected Securities,9128284H0,0.625,0.631,2018-04-30,2023-04-15,Oct-15,Apr-15,,,18042.0285,3682.738857,0.0,56627.36933
2023-03-31,Marketable,Inflation-Protected Securities,912828VM9,0.375,0.384,2013-07-31,2023-07-15,Jan-15,Jul-15,,,15000.4798,4278.436849,0.0,52691.08019
2023-03-31,Marketable,Inflation-Protected Securities,912828B25,0.625,0.661,2014-01-31,2024-01-15,Jul-15,Jan-15,,,14999.9986,4227.599605,0.0,52529.48184
2023-03-31,Marketable,Inflation-Protected Securities,9128286N5,0.5,0.515,2019-04-30,2024-04-15,Oct-15,Apr-15,,,17210.9034,3199.506942,0.0,38194.13899
2023-03-31,Marketable,Inflation-Protected Securities,912828WU0,0.125,0.249,2014-07-31,2024-07-15,Jan-15,Jul-15,,,15004.8646,3895.712996,0.0,51651.00269
2023-03-31,Marketable,Inflation-Protected Securities,912828YL8,0.125,0.054,2019-10-31,2024-10-15,Apr-15,Oct-15,,,18777.1496,3112.500318,0.0,41021.75657
2023-03-31,Marketable,Inflation-Protected Securities,912810FR4,2.375,2.47,2004-07-30,2025-01-15,Jan-15,Jul-15,,,11000.843,6454.524613,0.0,44429.68717
2023-03-31,Marketable,Inflation-Protected Securities,912828H45,0.25,0.315,2015-01-30,2025-01-15,Jul-15,Jan-15,,,14999.9568,3941.688648,0.0,51766.78657
2023-03-31,Marketable,Inflation-Protected Securities,912828ZJ2,0.125,-0.32,2020-04-30,2025-04-15,Oct-15,Apr-15,,,18476.3029,2917.962517,0.0,41166.36331
2023-03-31,Marketable,Inflation-Protected Securities,912828XL9,0.375,0.491,2015-07-31,2025-07-15,Jan-15,Jul-15,,,15000.0015,3918.450392,0.0,51708.98286
2023-03-31,Marketable,Inflation-Protected Securities,91282CAQ4,0.125,-1.32,2020-10-30,2025-10-15,Apr-15,Oct-15,,,16997.3604,2595.666907,0.0,39513.59831
2023-03-31,Marketable,Inflation-Protected Securities,912810FS2,2.0,2.039,2006-01-31,2026-01-15,Jul-15,Jan-15,,,11764.663,5963.978261,0.0,30138.97631
2023-03-31,Marketable,Inflation-Protected Securities,912828N71,0.625,0.725,2016-01-29,2026-01-15,Jul-15,Jan-15,,,14999.882,3881.219468,0.0,53396.17034
2023-03-31,Marketable,Inflation-Protected Securities,91282CCA7,0.125,-1.631,2021-04-30,2026-04-15,Oct-15,Apr-15,,,21434.7963,3011.374532,0.0,45461.62183
2023-03-31,Marketable,Inflation-Protected Securities,912828S50,0.125,0.045,2016-07-29,2026-07-15,Jan-15,Jul-15,,,12999.9867,3221.136705,0.0,45969.08041
2023-03-31,Marketable,Inflation-Protected Securities,91282CDC2,0.125,-1.685,2021-10-29,2026-10-15,Apr-15,Oct-15,,,18999.0305,1796.358334,0.0,41925.91552
2023-03-31,Marketable,Inflation-Protected Securities,912810PS1,2.375,2.42,2007-01-31,2027-01-15,Jul-15,Jan-15,,,9188.493,4439.144738,0.0,24445.30442
2023-03-31,Marketable,Inflation-Protected Securities,912828V49,0.375,0.436,2017-01-31,2027-01-15,Jul-15,Jan-15,,,13824.4164,3292.699498,0.0,47643.33067
2023-03-31,Marketable,Inflation-Protected Securities,91282CEJ6,0.125,-0.34,2022-04-29,2027-04-15,Oct-15,Apr-15,,,19997.1568,1186.03137,0.0,41703.80007
2023-03-31,Marketable,Inflation-Protected Securities,9128282L3,0.375,0.489,2017-07-31,2027-07-15,Jan-15,Jul-15,,,14321.7703,3189.315028,0.0,45137.63884
2023-03-31,Marketable,Inflation-Protected Securities,91282CFR7,1.625,1.732,2022-10-31,2027-10-15,Apr-15,Oct-15,,,20993.5383,203.0075154,0.0,40358.52964
2023-03-31,Marketable,Inflation-Protected Securities,912810PV4,1.75,1.807,2008-01-31,2028-01-15,Jul-15,Jan-15,,,8974.25,3838.10724,0.0,22320.93832
2023-03-31,Marketable,Inflation-Protected Securities,9128283R9,0.5,0.548,2018-01-31,2028-01-15,Jul-15,Jan-15,,,14910.6062,3169.249348,0.0,47070.97735
2023-03-31,Marketable,Inflation-Protected Securities,912810FD5,3.625,3.74,1998-04-15,2028-04-15,Oct-15,Apr-15,,,8404.01,7115.622872,-25.0,31036.34319
2023-03-31,Marketable,Inflation-Protected Securities,912828Y38,0.75,0.762,2018-07-31,2028-07-15,Jan-15,Jul-15,,,13705.9027,2625.091544,0.0,43695.24327
2023-03-31,Marketable,Inflation-Protected Securities,912810PZ5,2.5,2.5,2009-01-30,2029-01-15,Jul-15,Jan-15,,,7999.98,3144.632138,0.0,19712.78885
2023-03-31,Marketable,Inflation-Protected Securities,9128285W6,0.875,0.919,2019-01-31,2029-01-15,Jul-15,Jan-15,,,13000.0061,2398.761126,0.0,42826.55715
2023-03-31,Marketable,Inflation-Protected Securities,912810FH6,3.875,3.899,1999-04-15,2029-04-15,Oct-15,Apr-15,,,7351.018,5838.752753,-225.2,35472.2772
2023-03-31,Marketable,Inflation-Protected Securities,9128287D6,0.25,0.282,2019-07-31,2029-07-15,Jan-15,Jul-15,,,14555.6201,2463.975371,0.0,46539.67449
2023-03-31,Marketable,Inflation-Protected Securities,912828Z37,0.125,0.036,2020-01-31,2030-01-15,Jul-15,Jan-15,,,15445.2416,2509.85176,0.0,47730.57542
2023-03-31,Marketable,Inflation-Protected Securities,912828ZZ6,0.125,-0.93,2020-07-31,2030-07-15,Jan-15,Jul-15,,,15590.2342,2596.553506,0.0,50041.64222
2023-03-31,Marketable,Inflation-Protected Securities,91282CBF7,0.125,-0.987,2021-01-29,2031-01-15,Jul-15,Jan-15,,,14999.2429,2234.287222,0.0,49787.60173
2023-03-31,Marketable,Inflation-Protected Securities,91282CCM1,0.125,-1.016,2021-07-30,2031-07-15,Jan-15,Jul-15,,,15999.6991,1854.845117,0.0,52268.40294
2023-03-31,Marketable,Inflation-Protected Securities,91282CDX6,0.125,-0.54,2022-01-31,2032-01-15,Jul-15,Jan-15,,,18390.2899,1452.281193,0.0,55135.4463
2023-03-31,Marketable,Inflation-Protected Securities,912810FQ6,3.375,3.465,2001-10-15,2032-04-15,Apr-15,Oct-15,,,5012.235,3433.531342,0.0,8445.766342
2023-03-31,Marketable,Inflation-Protected Securities,91282CEZ0,0.625,0.63,2022-07-29,2032-07-15,Jan-15,Jul-15,,,16994.4763,499.807548,0.0,50034.22918
2023-03-31,Marketable,Inflation-Protected Securities,91282CGK1,1.125,1.22,2023-01-31,2033-01-15,Jul-15,Jan-15,,,16989.6459,69.48765173,0.0,32120.21164
2023-03-31,Marketable,Inflation-Protected Securities,912810QF8,2.125,2.229,2010-02-26,2040-02-15,Aug-15,Feb-15,,,7999.9421,3070.377778,0.0,20994.0174
2023-03-31,Marketable,Inflation-Protected Securities,912810QP6,2.125,2.19,2011-02-28,2041-02-15,Aug-15,Feb-15,,,9494.4568,3472.882408,0.0,32757.76497
2023-03-31,Marketable,Inflation-Protected Securities,912810QV3,0.75,0.77,2012-02-29,2042-02-15,Aug-15,Feb-15,,,9127.5949,2954.146089,0.0,30612.93603
2023-03-31,Marketable,Inflation-Protected Securities,912810RA8,0.625,0.639,2013-02-28,2043-02-15,Aug-15,Feb-15,,,9000.0414,2708.202458,0.0,29920.67684
2023-03-31,Marketable,Inflation-Protected Securities,912810RF7,1.375,1.495,2014-02-28,2044-02-15,Aug-15,Feb-15,,,9025.3171,2557.233347,0.0,29539.55039
2023-03-31,Marketable,Inflation-Protected Securities,912810RL4,0.75,0.842,2015-02-27,2045-02-15,Aug-15,Feb-15,,,9000.0014,2431.260378,0.0,29213.21111
2023-03-31,Marketable,Inflation-Protected Securities,912810RR1,1.0,1.12,2016-02-29,2046-02-15,Aug-15,Feb-15,,,9346.033,2451.370996,0.0,25722.56062
2023-03-31,Marketable,Inflation-Protected Securities,912810RW0,0.875,0.923,2017-02-28,2047-02-15,Aug-15,Feb-15,,,7968.5685,1904.726929,0.0,23171.49305
2023-03-31,Marketable,Inflation-Protected Securities,912810SB5,1.0,1.003,2018-02-28,2048-02-15,Aug-15,Feb-15,,,8706.5761,1853.542986,0.0,22688.98852
2023-03-31,Marketable,Inflation-Protected Securities,912810SG4,1.0,1.093,2019-02-28,2049-02-15,Aug-15,Feb-15,,,8385.0007,1581.411132,0.0,18286.62954
2023-03-31,Marketable,Inflation-Protected Securities,912810SM1,0.25,0.261,2020-02-28,2050-02-15,Aug-15,Feb-15,,,8000.0023,1306.880376,0.0,18157.78454
2023-03-31,Marketable,Inflation-Protected Securities,912810SV1,0.125,-0.04,2021-02-26,2051-02-15,Aug-15,Feb-15,,,8994.995,1338.545206,0.0,20677.47726
2023-03-31,Marketable,Inflation-Protected Securities,912810TE8,0.125,0.195,2022-02-28,2052-02-15,Aug-15,Feb-15,,,10535.757,784.1763935,0.0,21034.10311
2023-03-31,Marketable,Inflation-Protected Securities,912810TP3,1.5,1.55,2023-02-28,2053-02-15,Aug-15,Feb-15,,,11042.9581,68.35591064,0.0,11111.31401
2023-03-31,Marketable,Floating Rate Notes,91282CBY6,,0.034,2021-04-30,2023-04-30,Jul-31,Oct-31,Jan-31,Apr-30,33347.2412,0.0,0.0,85347.7253
2023-03-31,Marketable,Floating Rate Notes,91282CCQ2,,0.029,2021-08-02,2023-07-31,Oct-31,Jan-31,Apr-30,Jul-31,30681.5785,0.0,0.0,82682.2433
2023-03-31,Marketable,Floating Rate Notes,91282CDE8,,0.035,2021-11-01,2023-10-31,Jan-31,Apr-30,Jul-31,Oct-31,30843.8269,0.0,0.0,82103.8492
2023-03-31,Marketable,Floating Rate Notes,91282CDU2,,-0.015,2022-01-31,2024-01-31,Apr-30,Jul-31,Oct-31,Jan-31,29886.7199,0.0,0.0,73887.3408
2023-03-31,Marketable,Floating Rate Notes,91282CEL1,,-0.075,2022-05-02,2024-04-30,Jul-31,Oct-31,Jan-31,Apr-30,27323.4185,0.0,0.0,71349.3648
2023-03-31,Marketable,Floating Rate Notes,91282CFD8,,0.037,2022-08-01,2024-07-31,Oct-31,Jan-31,Apr-30,Jul-31,26082.0552,0.0,0.0,70076.1492
2023-03-31,Marketable,Floating Rate Notes,91282CFS5,,0.14,2022-10-31,2024-10-31,Jan-31,Apr-30,Jul-31,Oct-31,23993.1571,0.0,0.0,67972.2473
2023-03-31,Marketable,Floating Rate Notes,91282CGF2,,0.2,2023-01-31,2025-01-31,Apr-30,Jul-31,Oct-31,Jan-31,23989.2725,0.0,0.0,67988.275
